iter	Logloss	Accuracy
884	0.3583089484	0.8503937008
885	0.3583070056	0.8503937008
886	0.3581116646	0.8515185602
887	0.3580729224	0.8515185602
888	0.3580083438	0.8515185602
889	0.3580078261	0.8515185602
890	0.3578640421	0.8515185602
891	0.3578181289	0.8515185602
892	0.3577801474	0.8515185602
893	0.3577179012	0.8515185602
894	0.357618498	0.8515185602
895	0.3575871074	0.8515185602
896	0.3575728352	0.8515185602
897	0.3575601991	0.8515185602
898	0.3574280742	0.8515185602
899	0.3574007507	0.8515185602
900	0.3573328659	0.8515185602
901	0.3570495561	0.8515185602
902	0.3570450643	0.8515185602
903	0.356993125	0.8515185602
904	0.3569900537	0.8515185602
905	0.3569595762	0.8515185602
906	0.3569549649	0.8515185602
907	0.356876907	0.8515185602
908	0.3568673608	0.8515185602
909	0.3568475874	0.8515185602
910	0.3568427284	0.8515185602
911	0.3567476685	0.8515185602
912	0.3566405011	0.8515185602
913	0.3565211703	0.8515185602
914	0.3564924843	0.8515185602
915	0.3561853639	0.8515185602
916	0.3561298644	0.8515185602
917	0.355935075	0.8515185602
918	0.3559024201	0.8515185602
919	0.3558789317	0.8515185602
920	0.3557918323	0.8515185602
921	0.3556055978	0.8526434196
922	0.355601709	0.8526434196
923	0.3555423587	0.8526434196
924	0.3555364872	0.8526434196
925	0.3555131065	0.8526434196
926	0.3554078291	0.8526434196
927	0.3554076055	0.8526434196
928	0.3553781298	0.853768279
929	0.3553698993	0.8526434196
930	0.3553485958	0.853768279
931	0.3552532272	0.8526434196
932	0.3552379345	0.8526434196
933	0.3550970906	0.8526434196
934	0.3550291298	0.8526434196
935	0.3549769011	0.8526434196
936	0.3548930885	0.853768279
937	0.3548107032	0.8526434196
938	0.3545137223	0.853768279
939	0.3545010465	0.853768279
940	0.3544839992	0.853768279
941	0.3544312234	0.853768279
942	0.3544288747	0.853768279
943	0.3543966012	0.853768279
944	0.3543723853	0.853768279
945	0.3543671807	0.853768279
946	0.3543594694	0.853768279
947	0.3542928934	0.853768279
948	0.354128423	0.853768279
949	0.3538791487	0.853768279
950	0.3537006142	0.853768279
951	0.3536842986	0.853768279
952	0.3536655575	0.853768279
953	0.3536048461	0.853768279
954	0.353565876	0.853768279
955	0.353354909	0.853768279
956	0.3531163896	0.853768279
957	0.3530526012	0.853768279
958	0.3530496911	0.853768279
959	0.3529918612	0.853768279
960	0.3529120888	0.853768279
961	0.3528136094	0.853768279
962	0.3528004282	0.853768279
963	0.3527464417	0.853768279
964	0.3527455241	0.853768279
965	0.3526206074	0.8548931384
966	0.3526101557	0.8548931384
967	0.352598476	0.8548931384
968	0.3525803117	0.8548931384
969	0.352521912	0.8548931384
970	0.3524277961	0.8548931384
971	0.3524159723	0.853768279
972	0.3524028472	0.853768279
973	0.3522894194	0.853768279
974	0.3522196267	0.8548931384
975	0.3521800763	0.8548931384
976	0.3521768936	0.8548931384
977	0.3520625007	0.8548931384
978	0.3520426876	0.8548931384
979	0.3519335288	0.8548931384
980	0.3519319291	0.8548931384
981	0.351766823	0.8548931384
982	0.3515513824	0.8548931384
983	0.3515143507	0.8548931384
984	0.3514672457	0.8548931384
985	0.3514549213	0.8548931384
986	0.3513525442	0.8548931384
987	0.3511163533	0.8560179978
988	0.3510964217	0.8560179978
989	0.3510058907	0.8560179978
990	0.3509918023	0.8560179978
991	0.3509800886	0.8560179978
992	0.3509401755	0.8560179978
993	0.3508731299	0.8560179978
994	0.350801402	0.8560179978
995	0.3507850446	0.8560179978
996	0.3507639492	0.8560179978
997	0.3507498201	0.8560179978
998	0.3506938075	0.8560179978
999	0.3506820048	0.8560179978
